Date Reported,DR Number,Date Occurred,Time Occurred,Area,Area Name,RD,Crime Code,Crime Code Description,Status,Status Description,Location,Cross Street,Lat and Long
4/13/2016 12:00,161008337,4/13/2016 12:00,1305,10,West Valley,1067,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,5460    WHITE OAK                    AV,,"(34.1686, -118.5186)"
11/23/2016 12:00,161522056,11/23/2016 12:00,1700,15,N Hollywood,1505,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),AA,Adult Arrest,11600    SHERMAN                      WY,,"(34.2012, -118.3845)"
2/18/2016 12:00,160806296,2/18/2016 12:00,836,8,West LA,824,940,EXTORTION,IC,Invest Cont,1450    ALLENFORD                    AV,,"(34.0532, -118.4952)"
8/29/2016 12:00,160122302,8/29/2016 12:00,850,1,Central,119,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,CESAR E CHAVEZ,VIGNES,"(34.0566, -118.2319)"
4/11/2016 12:00,160610388,4/10/2016 12:00,2200,6,Hollywood,646,510,VEHICLE - STOLEN,IC,Invest Cont,SELMA,SCHRADER,"(34.0998, -118.3324)"
9/2/2016 12:00,160815335,9/2/2016 12:00,1000,8,West LA,898,310,BURGLARY,IC,Invest Cont,8967    KRAMERWOOD                   PL,,"(34.0338, -118.3875)"
10/25/2016 12:00,161426511,10/25/2016 12:00,1515,14,Pacific,1487,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,8946 S  SEPULVEDA                    BL,,"(33.9559, -118.3962)"
9/22/2016 12:00,160321624,9/19/2016 12:00,810,3,Southwest,375,480,BIKE - STOLEN,IC,Invest Cont,1950    BROWNING                     BL,,"(34.0119, -118.3132)"
9/15/2016 12:00,161015554,9/15/2016 12:00,1145,10,West Valley,1077,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,16952    VENTURA                      BL,,"(34.1593, -118.5011)"
3/5/2016 12:00,161408576,3/5/2016 12:00,639,14,Pacific,1407,510,VEHICLE - STOLEN,IC,Invest Cont,10356    VENICE                       BL,,"(34.0212, -118.4025)"
11/6/2016 12:00,161227032,11/6/2016 12:00,5,12,77th Street,1213,210,ROBBERY,IC,Invest Cont,1616 W  54TH                         ST,,"(33.9933, -118.3046)"
7/17/2016 12:00,162013740,7/17/2016 12:00,1930,20,Olympic,2035,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,3450    WILSHIRE                     BL,,"(34.0618, -118.2979)"
4/6/2016 12:00,160310385,4/6/2016 12:00,1320,3,Southwest,314,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,3741    MONTCLAIR                    ST,,"(34.0297, -118.3248)"
10/24/2016 12:00,160919164,10/23/2016 12:00,400,9,Van Nuys,976,330,BURGLARY FROM VEHICLE,IC,Invest Cont,13331    MOORPARK                     ST,,"(34.1504, -118.4225)"
5/26/2016 12:00,160211334,5/25/2016 12:00,2000,2,Rampart,299,330,BURGLARY FROM VEHICLE,IC,Invest Cont,1302 W  PICO                         BL,,"(34.043, -118.2732)"
5/16/2016 12:00,161213887,5/16/2016 12:00,100,12,77th Street,1258,510,VEHICLE - STOLEN,IC,Invest Cont,228 E  78TH                         ST,,"(33.9688, -118.271)"
10/17/2016 12:00,160817319,10/16/2016 12:00,1500,8,West LA,842,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11711    OHIO                         AV,,"(34.0444, -118.4566)"
9/27/2016 12:00,161424526,9/27/2016 12:00,1000,14,Pacific,1413,350,"THEFT, PERSON",IC,Invest Cont,522    SUNSET                       AV,,"(33.9965, -118.4725)"
11/4/2016 12:00,161615952,11/2/2016 12:00,1450,16,Foothill,1653,664,"BUNCO, PETTY THEFT",IC,Invest Cont,9971    TAMARACK                     AV,,"(34.2499, -118.4093)"
2/12/2016 12:00,161506422,2/9/2016 12:00,2200,15,N Hollywood,1501,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,12956    YERBA                        ST,,"(34.2113, -118.4158)"
11/23/2016 12:00,161522052,11/23/2016 12:00,1600,15,N Hollywood,1501,330,BURGLARY FROM VEHICLE,AA,Adult Arrest,FULTON                       AV,SATICOY                      ST,"(0, 0)"
11/22/2016 12:00,161228216,11/22/2016 12:00,1535,12,77th Street,1245,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,1426 W  69TH                         ST,,"(33.977, -118.3003)"
1/3/2016 12:00,160700503,1/1/2016 12:00,1700,7,Wilshire,706,310,BURGLARY,IC,Invest Cont,816 N  MC CADDEN                    PL,,"(34.0853, -118.3374)"
10/1/2016 12:00,160124542,10/1/2016 12:00,2230,1,Central,153,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont,501 S  BROADWAY,,"(34.0481, -118.2507)"
5/14/2016 12:00,161213844,5/14/2016 12:00,1520,12,77th Street,1232,350,"THEFT, PERSON",IC,Invest Cont,3300 W  SLAUSON                      AV,,"(33.989, -118.3294)"
1/20/2016 12:00,160504843,1/15/2016 12:00,2015,5,Harbor,521,352,PICKPOCKET,IC,Invest Cont,1701 N  GAFFEY                       ST,,"(33.7601, -118.2928)"
10/28/2016 12:00,160622650,10/28/2016 12:00,1215,6,Hollywood,632,761,BRANDISH WEAPON,IC,Invest Cont,8563    LOOKOUT MOUNTAIN             AV,,"(34.1142, -118.3791)"
10/28/2016 12:00,160622657,10/27/2016 12:00,1400,6,Hollywood,645,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,EL CERRITO,FRANKLIN,"(34.104, -118.3448)"
6/7/2016 12:00,160710841,4/13/2016 12:00,1,7,Wilshire,734,354,THEFT OF IDENTITY,IC,Invest Cont,346    HAUSER                       BL,,"(34.0699, -118.3511)"
6/13/2016 12:00,160912271,2/15/2016 12:00,600,9,Van Nuys,919,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,13640    SHERMAN                      WY,,"(34.2012, -118.4294)"
10/14/2016 12:00,161016942,10/14/2016 12:00,1850,10,West Valley,1028,510,VEHICLE - STOLEN,IC,Invest Cont,7029    FORBES                       AV,,"(34.1975, -118.4989)"
11/30/2016 12:00,160624475,11/30/2016 12:00,1318,6,Hollywood,636,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,1800    GRACE                        AV,,"(34.1039, -118.3317)"
5/19/2016 12:00,161609611,5/19/2016 12:00,830,16,Foothill,1638,354,THEFT OF IDENTITY,IC,Invest Cont,7671    FOOTHILL                     BL,,"(34.2564, -118.2999)"
9/23/2016 12:00,162017162,9/23/2016 12:00,1800,20,Olympic,2074,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,1705 S  HARVARD                      BL,,"(34.0424, -118.3043)"
5/8/2016 12:00,160114144,5/7/2016 12:00,1600,1,Central,156,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,5TH,SAN JULIAN,"(34.0446, -118.245)"
4/19/2016 12:00,161709087,4/13/2016 12:00,1,17,Devonshire,1756,354,THEFT OF IDENTITY,IC,Invest Cont,17512    STARE                        ST,,"(34.2531, -118.5155)"
8/9/2016 12:00,161013854,8/9/2016 12:00,725,10,West Valley,1015,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,7531    CANBY                        AV,,"(34.2072, -118.5339)"
10/7/2016 12:00,161224972,10/7/2016 12:00,2130,12,77th Street,1232,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,SLAUSON                      AV,5TH                          AV,"(33.9891, -118.3226)"
3/30/2016 12:00,160407795,3/29/2016 12:00,1500,4,Hollenbeck,427,510,VEHICLE - STOLEN,IC,Invest Cont,4721    KLAMATH                      ST,,"(34.0756, -118.1829)"
7/9/2016 12:00,161218217,7/8/2016 12:00,2050,12,77th Street,1268,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,VERMONT                      AV,85TH                         ST,"(33.961, -118.2917)"
7/19/2016 12:00,161514983,7/18/2016 12:00,2200,15,N Hollywood,1532,510,VEHICLE - STOLEN,IC,Invest Cont,6064    WHITSETT                     AV,,"(34.1794, -118.4052)"
7/28/2016 12:00,161316513,7/28/2016 12:00,1030,13,Newton,1383,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,LOS ANGELES                  ST,58TH,"(33.9858, -118.2739)"
6/24/2016 12:00,161314351,6/23/2016 12:00,2230,13,Newton,1309,510,VEHICLE - STOLEN,IC,Invest Cont,7TH                          PL,MATEO                        ST,"(34.0336, -118.2323)"
10/31/2016 12:00,160324330,10/30/2016 12:00,1030,3,Southwest,375,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,2026    BROWNING                     BL,,"(34.0119, -118.3152)"
10/12/2016 12:00,161016848,10/11/2016 12:00,2200,10,West Valley,1034,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,6101    LINDLEY                      AV,,"(34.1806, -118.5273)"
3/6/2016 12:00,160308234,3/6/2016 12:00,1115,3,Southwest,312,210,ROBBERY,IC,Invest Cont,W  JEFFERSON                    BL,S  LA BREA                      AV,"(34.0255, -118.356)"
6/12/2016 12:00,161313642,6/12/2016 12:00,1430,13,Newton,1303,210,ROBBERY,IC,Invest Cont,SAN PEDRO                    ST,PICO                         BL,"(34.0328, -118.254)"
1/11/2016 12:00,162004520,1/10/2016 12:00,200,20,Olympic,2027,210,ROBBERY,IC,Invest Cont,BERENDO                      ST,6TH                          ST,"(34.0636, -118.2941)"
11/9/2016 12:00,161322706,11/9/2016 12:00,1255,13,Newton,1364,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,4516 S  CENTRAL                      AV,,"(34.0029, -118.2565)"
9/13/2016 12:00,160217109,9/12/2016 12:00,2330,2,Rampart,204,510,VEHICLE - STOLEN,IC,Invest Cont,834    HYPERION                     AV,,"(34.0858, -118.2837)"
9/6/2016 12:00,161423018,9/6/2016 12:00,740,14,Pacific,1437,210,ROBBERY,AA,Adult Arrest,REGENT                       ST,MILITARY                     AV,"(34.0168, -118.4156)"
6/12/2016 12:00,161913196,6/11/2016 12:00,2300,19,Mission,1916,510,VEHICLE - STOLEN,IC,Invest Cont,BORDEN,BERG,"(34.3069, -118.4424)"
10/10/2016 12:00,161425540,10/9/2016 12:00,1730,14,Pacific,1441,330,BURGLARY FROM VEHICLE,IC,Invest Cont,578    WASHINGTON                   BL,,"(33.9826, -118.4611)"
8/13/2016 12:00,162015038,8/12/2016 12:00,2230,20,Olympic,2046,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,859 S  NEW HAMPSHIRE                AV,,"(34.0578, -118.2929)"
3/10/2016 12:00,160407006,3/9/2016 12:00,1700,4,Hollenbeck,421,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,2323    DALY                         ST,,"(34.0719, -118.2156)"
5/3/2016 12:00,160312171,5/2/2016 12:00,1930,3,Southwest,331,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,3040 S  LA BREA                      AV,,"(34.0272, -118.3537)"
10/16/2016 12:00,161801092,10/16/2016 12:00,1730,18,Southeast,1839,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,10625    GORMAN                       AV,,"(33.9397, -118.2307)"
10/6/2016 12:00,161320710,10/6/2016 12:00,1815,13,Newton,1367,330,BURGLARY FROM VEHICLE,IC,Invest Cont,4501 S  ALAMEDA,,"(33.9954, -118.2385)"
6/6/2016 12:00,160911897,6/3/2016 12:00,1600,9,Van Nuys,938,310,BURGLARY,IC,Invest Cont,13400    ERWIN                        ST,,"(34.1831, -118.425)"
7/30/2016 12:00,161515634,7/28/2016 12:00,1500,15,N Hollywood,1555,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),IC,Invest Cont,11127    BLIX                         ST,,"(34.1566, -118.3727)"
12/1/2016 12:00,162120103,12/1/2016 12:00,150,21,Topanga,2105,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,21501    SCHOENBORN                   ST,,"(34.221, -118.5989)"
3/19/2016 12:00,161500634,3/16/2016 12:00,1800,15,N Hollywood,1599,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,3280    CAHUENGA BL,,"(34.1284, -118.3472)"
9/28/2016 12:00,160901280,9/28/2016 12:00,1200,9,Van Nuys,939,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,DELANO,ETHEL,"(34.1822, -118.4181)"
4/15/2016 12:00,161708876,4/15/2016 12:00,800,17,Devonshire,1757,666,"BUNCO, ATTEMPT",IC,Invest Cont,10151    HAYVENHURST                  AV,,"(34.2539, -118.4936)"
1/28/2016 12:00,161905408,1/28/2016 12:00,230,19,Mission,1981,761,BRANDISH WEAPON,IC,Invest Cont,8525    SEPULVEDA                    BL,,"(34.2247, -118.4677)"
2/21/2016 12:00,160607192,2/20/2016 12:00,2000,6,Hollywood,669,510,VEHICLE - STOLEN,IC,Invest Cont,FOUNTAIN,KINGSLEY,"(34.0952, -118.3025)"
1/21/2016 12:00,160800549,1/19/2016 12:00,1330,8,West LA,842,820,ORAL COPULATION,AO,Adult Other,11800    TEXAS                        AV,,"(34.0461, -118.4609)"
2/2/2016 12:00,160306069,2/1/2016 12:00,2200,3,Southwest,391,510,VEHICLE - STOLEN,IC,Invest Cont,4810 S  LA BREA                      AV,,"(34.0008, -118.359)"
5/20/2016 12:00,161609766,5/20/2016 12:00,1300,16,Foothill,1684,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,7843    LANKERSHIM                   BL,,"(34.2121, -118.3878)"
4/6/2016 12:00,160610171,4/6/2016 12:00,700,6,Hollywood,659,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,5118    DE LONGPRE                   AV,,"(34.0967, -118.3005)"
6/28/2016 12:00,160711791,6/27/2016 12:00,2230,7,Wilshire,758,330,BURGLARY FROM VEHICLE,IC,Invest Cont,1109 S  VICTORIA                     AV,,"(34.0535, -118.325)"
10/15/2016 12:00,161225481,10/15/2016 12:00,30,12,77th Street,1213,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,57TH,WILTON,"(33.991, -118.3149)"
9/4/2016 12:00,160916592,9/4/2016 12:00,205,9,Van Nuys,916,210,ROBBERY,IC,Invest Cont,7000    CANTALOUPE                   AV,,"(34.1976, -118.4344)"
6/19/2016 12:00,160117258,6/19/2016 12:00,115,1,Central,121,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,909 W  TEMPLE                       ST,,"(34.0607, -118.2494)"
5/2/2016 12:00,160210148,5/2/2016 12:00,725,2,Rampart,265,210,ROBBERY,IC,Invest Cont,7TH                          ST,ALVARADO                     ST,"(34.0565, -118.2768)"
3/1/2016 12:00,161807022,3/1/2016 12:00,230,18,Southeast,1831,330,BURGLARY FROM VEHICLE,IC,Invest Cont,834 W  125TH                        ST,,"(33.9192, -118.2892)"
4/14/2016 12:00,162108740,4/13/2016 12:00,2200,21,Topanga,2175,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,22714    VENTURA                      BL,,"(34.1669, -118.6207)"
4/29/2016 12:00,161910758,4/28/2016 12:00,2200,19,Mission,1982,330,BURGLARY FROM VEHICLE,IC,Invest Cont,8727    BURNET                       AV,,"(34.2283, -118.4633)"
3/7/2016 12:00,160506834,3/7/2016 12:00,100,5,Harbor,585,251,SHOTS FIRED AT INHABITED DWELLING,IC,Invest Cont,539 W  21ST                         ST,,"(33.7252, -118.288)"
9/12/2016 12:00,161223093,9/12/2016 12:00,1600,12,77th Street,1211,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,2201 W  54TH                         ST,,"(33.9932, -118.3171)"
6/21/2016 12:00,160117439,6/21/2016 12:00,1509,1,Central,148,330,BURGLARY FROM VEHICLE,IC,Invest Cont,425    STANFORD                     AV,,"(34.0439, -118.2399)"
9/3/2016 12:00,161517625,9/3/2016 12:00,200,15,N Hollywood,1562,330,BURGLARY FROM VEHICLE,IC,Invest Cont,12898    LANDALE                      ST,,"(34.1518, -118.4117)"
4/4/2016 12:00,160908746,4/3/2016 12:00,1400,9,Van Nuys,916,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,6959    WOODMAN                      AV,,"(34.1958, -118.4312)"
2/20/2016 12:00,160406192,2/19/2016 12:00,2200,4,Hollenbeck,415,330,BURGLARY FROM VEHICLE,IC,Invest Cont,2431    SICHEL                       ST,,"(34.0737, -118.2131)"
10/26/2016 12:00,161321840,10/26/2016 12:00,2155,13,Newton,1347,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,1678 E  MARTIN LUTHER KING JR        BL,,"(34.0106, -118.2465)"
10/11/2016 12:00,160621549,10/11/2016 12:00,2040,6,Hollywood,663,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",AA,Adult Arrest,1202 N  CITRUS                       AV,,"(34.0926, -118.3395)"
5/30/2016 12:00,160811064,5/29/2016 12:00,1900,8,West LA,849,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,1148 S  SHERBOURNE                   DR,,"(34.0572, -118.3793)"
5/24/2016 12:00,161214611,5/24/2016 12:00,1345,12,77th Street,1232,210,ROBBERY,IC,Invest Cont,3610 W  SLAUSON                      AV,,"(33.989, -118.3352)"
10/26/2016 12:00,160817750,10/26/2016 12:00,130,8,West LA,855,330,BURGLARY FROM VEHICLE,IC,Invest Cont,1508    GREENFIELD                   AV,,"(34.052, -118.4441)"
11/6/2016 12:00,160324784,11/6/2016 12:00,2230,3,Southwest,375,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,36TH                         PL,ST ANDREWS                   PL,"(34.0219, -118.3119)"
5/30/2016 12:00,162011311,5/30/2016 12:00,230,20,Olympic,2035,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,738 S  MARIPOSA                     AV,,"(34.0598, -118.2987)"
8/18/2016 12:00,160814632,8/17/2016 12:00,2000,8,West LA,884,310,BURGLARY,IC,Invest Cont,10931 W  PICO                         BL,,"(34.0397, -118.4295)"
2/2/2016 12:00,160905539,2/2/2016 12:00,2025,9,Van Nuys,906,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),AA,Adult Arrest,7404    VAN NUYS                     BL,,"(34.2048, -118.4488)"
3/14/2016 12:00,160109759,2/23/2016 12:00,800,1,Central,134,354,THEFT OF IDENTITY,IC,Invest Cont,306 W  3RD                          ST,,"(34.051, -118.248)"
11/19/2016 12:00,160623909,11/19/2016 12:00,300,6,Hollywood,644,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,FOUNTAIN,FULLER,"(34.0944, -118.3495)"
1/11/2016 12:00,161104342,1/7/2016 12:00,1800,11,Northeast,1113,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,2317    LAVERNA                      AV,,"(34.1338, -118.2177)"
9/2/2016 12:00,161423045,9/2/2016 12:00,2345,14,Pacific,1472,237,CHILD NEGLECT (SEE 300 W.I.C.),IC,Invest Cont,6660    ESPLANADE,,"(33.9609, -118.4504)"
11/14/2016 12:00,160220404,11/11/2016 12:00,1400,2,Rampart,245,510,VEHICLE - STOLEN,IC,Invest Cont,PARK VIEW,OCEAN VIEW                   AV,"(34.0627, -118.2774)"
7/24/2016 12:00,160412844,7/24/2016 12:00,1230,4,Hollenbeck,479,890,FAILURE TO YIELD,IC,Invest Cont,GOLDEN STATE                 FY,ESPERANZA                    ST,"(34.0248, -118.1956)"
10/31/2016 12:00,161520804,10/31/2016 12:00,825,15,N Hollywood,1535,210,ROBBERY,IC,Invest Cont,TIARA,TUJUNGA,"(34.1785, -118.379)"
6/20/2016 12:00,161216689,6/18/2016 12:00,1200,12,77th Street,1207,210,ROBBERY,AO,Adult Other,49TH                         ST,HOOVER                       ST,"(33.9987, -118.2871)"
6/18/2016 12:00,160315268,6/18/2016 12:00,1055,3,Southwest,361,210,ROBBERY,IC,Invest Cont,S  LA BREA                      AV,COLISEUM                     ST,"(34.0183, -118.3556)"
9/11/2016 12:00,161518056,9/11/2016 12:00,800,15,N Hollywood,1538,760,,JA,Juv Arrest,11340    CALIFA                       ST,,"(34.1776, -118.3768)"
5/1/2016 12:00,160312100,5/1/2016 12:00,750,3,Southwest,374,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,3916    2ND                          AV,,"(34.0146, -118.3193)"
11/5/2016 12:00,161118822,11/4/2016 12:00,1900,11,Northeast,1162,510,VEHICLE - STOLEN,IC,Invest Cont,1137 N  MADISON                      AV,,"(34.0909, -118.2893)"
12/5/2016 12:00,161617107,12/2/2016 12:00,2230,16,Foothill,1641,310,BURGLARY,IC,Invest Cont,9919    LAUREL CANYON                BL,,"(34.2499, -118.4227)"
6/9/2016 12:00,161010882,6/8/2016 12:00,1000,10,West Valley,1047,310,BURGLARY,IC,Invest Cont,5948    JELLICO                      AV,,"(34.1777, -118.5175)"
3/12/2016 12:00,161507982,3/12/2016 12:00,1900,15,N Hollywood,1596,662,"BUNCO, GRAND THEFT",IC,Invest Cont,3136    LAUREL CANYON                BL,,"(34.1292, -118.3794)"
8/21/2016 12:00,161221423,8/2/2016 12:00,1855,12,77th Street,1215,210,ROBBERY,IC,Invest Cont,5319 S  VERMONT                      AV,,"(33.9941, -118.2915)"
11/30/2016 12:00,160921077,11/26/2016 12:00,2200,9,Van Nuys,932,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont,15111    SYLVAN                       ST,,"(34.1849, -118.4618)"
11/29/2016 12:00,161119915,11/29/2016 12:00,445,11,Northeast,1152,310,BURGLARY,IC,Invest Cont,1555    ROSALIA                      RD,,"(34.0982, -118.2862)"
12/3/2016 12:00,161019269,12/3/2016 12:00,1300,10,West Valley,1023,480,BIKE - STOLEN,IC,Invest Cont,19036    VANOWEN                      ST,,"(34.1939, -118.547)"
2/27/2016 12:00,161806862,2/27/2016 12:00,125,18,Southeast,1881,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,IC,Invest Cont,15614 S  VERMONT                      AV,,"(33.8898, -118.2916)"
3/22/2016 12:00,160110467,3/22/2016 12:00,1450,1,Central,111,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,LOS ANGELES                  ST,ALAMEDA                      ST,"(34.0549, -118.2395)"
11/1/2016 12:00,161820532,10/28/2016 12:00,1730,18,Southeast,1863,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,370 E  IMPERIAL                     HY,,"(0, 0)"
8/13/2016 12:00,161916473,8/13/2016 12:00,145,19,Mission,1984,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,CHASE,WILLIS,"(34.2247, -118.4553)"
6/30/2016 12:00,160411858,6/30/2016 12:00,1650,4,Hollenbeck,467,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,4TH                          ST,CAMULOS,"(34.0382, -118.2064)"
6/6/2016 12:00,161216433,6/3/2016 12:00,1500,12,77th Street,1259,350,"THEFT, PERSON",IC,Invest Cont,CENTRAL                      AV,FLORENCE,"(33.9748, -118.2564)"
5/14/2016 12:00,160810343,5/14/2016 12:00,2315,8,West LA,887,888,TRESPASSING,AO,Adult Other,2744 S  BEVERLY                      DR,,"(34.0388, -118.3958)"
4/6/2016 12:00,160310334,4/6/2016 12:00,950,3,Southwest,359,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,3584 S  FIGUEROA                     ST,,"(34.0204, -118.2809)"
2/20/2016 12:00,161906853,2/17/2016 12:00,1428,19,Mission,1925,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,12430    SAN FERNANDO                 RD,,"(34.2956, -118.4537)"
5/3/2016 12:00,161810399,5/2/2016 12:00,1730,18,Southeast,1861,520,VEHICLE - ATTEMPT STOLEN,IC,Invest Cont,832 W  117TH                        ST,,"(33.9274, -118.2893)"
7/7/2016 12:00,161418218,7/7/2016 12:00,1300,14,Pacific,1455,310,BURGLARY,IC,Invest Cont,4310    KENYON                       AV,,"(33.9923, -118.4284)"
6/9/2016 12:00,160116655,6/8/2016 12:00,2200,1,Central,162,480,BIKE - STOLEN,IC,Invest Cont,9TH                          ST,HOPE,"(34.0454, -118.2608)"
8/7/2016 12:00,161220539,8/7/2016 12:00,1615,12,77th Street,1243,662,"BUNCO, GRAND THEFT",IC,Invest Cont,2054 W  65TH                         ST,,"(33.9806, -118.3133)"
